InitialReportDate,DateofDiscovery,Operator,TrackingNum,FacilityType,Latitude,Longitude,county,livestock,PublicByway,ResidenceOrOccupiedStructure,CurrentLandUse,OtherLandUse,SurfaceWaterSupplyArea,WatersoftheState,SpillDescription
07/09/2018,07/09/2018,HIGHPOINT OPERATING CORPORATION,401696952,OIL AND GAS LOCATION,40.445669,-104.316936,WELD,0,0,0,OTHER,Oil and Gas production facility,0,0,"On 7/9/18 at the Fiducial 6-62-34 SWNW maintenance crew identified that more than 1 bbl of crude oil was spilled when the burner tube failed from corrosion.  The spill was originally thought to be less than 1 bbl, but upon further investigation, it was determined to be greater than 1bbl as crew excavated area."
07/13/2018,07/12/2018,HIGHPOINT OPERATING CORPORATION,401702213,TANK BATTERY,40.241986,-104.265614,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Contractor crew found a crude oil spill inside of containment on the State 2-12.  HPOC operator ivestigated the incident and found a hole formed in the tank.  Hole in tank is believed to be from corrosion.
07/13/2018,07/12/2018,HIGHPOINT OPERATING CORPORATION,401702561,TANK BATTERY,40.916378,-104.411617,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"At the Critter Creek 11-62-15 SWSE on 7/12/18 at 15:07 hrs.  The oil hauler was pushing oil back into the tank and failed to close the load line valve before he disconnected his hose.  Before the line was controlled, 1 bbl or oil in containment and 1bbl of oil out of containment was spilled."
07/19/2018,07/18/2018,HIGHPOINT OPERATING CORPORATION,401708126,WELL,40.3394,-104.416406,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"Stuffing box failed to cause oil leak at wellhead.  Enviro pot malfunction didn't turn off pumping unit as designed, causing oil to fill cellar and overflow."
08/07/2018,08/06/2018,HIGHPOINT OPERATING CORPORATION,401726077,TANK BATTERY,40.91645,-104.411525,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Production water tank overflow.
08/27/2018,08/24/2018,HIGHPOINT OPERATING CORPORATION,401745257,TANK BATTERY,40.901464,-104.279744,WELD,0,0,0,OTHER,,0,0,Corrosion in produced water tank caused leak.
09/04/2018,08/31/2018,HIGHPOINT OPERATING CORPORATION,401753474,WELL,40.931053,-104.411856,WELD,0,0,0,OTHER,Oil and Gas Production facility,0,0,Stuffing box failure on well head caused release of approximately 1/2 bbl of crude oil and 15 bbls of produced water.
09/26/2018,09/26/2018,HIGHPOINT OPERATING CORPORATION,401775348,OIL AND GAS LOCATION,40.274328,-104.336444,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,Failure in Lact hose caused a crude oil spill during loadout.
11/28/2018,11/27/2018,HIGHPOINT OPERATING CORPORATION,401853544,TANK BATTERY,40.942847,-104.368164,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,A hole in the produced water tank formed near the bottom of the load out valve resulting a loss of 200 bbl. in containment.
12/20/2018,12/20/2018,HIGHPOINT OPERATING CORPORATION,401882348,TANK BATTERY,41.001058,-104.324766,WELD,0,0,0,OTHER,oil and gas production facility,0,0,"Hole discovered in produced water tank below bottom load out valve.  Based on tank guaging and production records an estimated 40 bbls of produced water were released into unlined containment.  Tank bottomed out, blind flanged and taken out of service."
01/04/2019,01/04/2019,HIGHPOINT OPERATING CORPORATION,401893459,WELL,40.971989,-104.339194,WELD,0,0,0,NON-CROP LAND,oil and gas production facility,0,0,"Liner came loose from the polish rod, releasing approximately 4.5 bbls fo produced water to the pad surface in the vicinity of the wellhead.  All liquids were retained on location."
01/26/2019,01/25/2019,HIGHPOINT OPERATING CORPORATION,401919186,TANK BATTERY,40.274328,-104.336444,WELD,0,0,0,OTHER,Oil and gas production facility,0,0,"LACT unit valve was left partially open, resulting in a 5bbl crude oil spill."
02/08/2019,02/08/2019,HIGHPOINT OPERATING CORPORATION,401934422,OIL AND GAS LOCATION,40.288862,-104.337809,WELD,0,0,0,OTHER,oil and gas production facility,0,0,"Gasket on inspection/cleanout hatch on horizontal heater treater failed, spraying an estimated 10 bbls of crude oil and produced water over a 50'x100' area in the immediate vicinity of the heater treater.  No material released off the production facility.  HPOC lease operator was on location at the time and immediately shut in the facility.  Cause of gasket failure is under investigation."
02/21/2019,02/19/2019,HIGHPOINT OPERATING CORPORATION,401946789,OTHER,40.327446,-104.244622,WELD,0,1,0,OTHER,Unpaved county road,0,0,Truck driver hauling drill cuttings from rig to spreadfield lost a portion of his load onto the surface of WCR 89 just north of the transition from WCR 87 to 89.  Investigation revealed that cuttings were loaded too wet and as truck drove around the curve the load shifted and materials were spilled over the side of the side-dump trailer.  Given the cold temperatures the materials froze on the roadway and did not migrate.  Materials were scraped up and removed during the evening of Feb 19 and morning of Feb 20.  Confirmation samples were collected to document cleanup on Feb 20.  Lab results are pending.
02/21/2019,02/19/2019,HIGHPOINT OPERATING CORPORATION,401946987,OTHER,40.3273,-104.2402,WELD,0,0,0,OTHER,Unpaved county road,0,0,Truck driver hauling drill cuttings from rig to spreadfield lost a portion of his load onto the surface of WCR 89 just north of the transition from WCR 87 to 89.  Investigation revealed that cuttings were loaded too wet and as truck drove around the curve the load shifted and materials were spilled over the side of the side-dump trailer.  Given the cold temperatures the materials froze on the roadway and did not migrate.  Materials were scraped up and removed during the evening of Feb 19 and morning of Feb 20.  Confirmation samples were collected to document cleanup on Feb 20.  Lab results are pending.
02/21/2019,02/19/2019,HIGHPOINT OPERATING CORPORATION,401947675,OTHER,40.480818,-104.22364,WELD,0,1,0,OTHER,Unpaved county road,0,0,Truck driver hauling drill cuttings from rig to spreadfield lost a portion of his load onto the surface of WCR 89 at the intersection with WCR 68.  Investigation revealed that cuttings were loaded too wet and as truck drove around the curve the load shifted and materials were spilled over the side of the side-dump trailer.  Given the cold temperatures the materials froze on the roadway and did not migrate.  Materials were scraped up and removed during the evening of Feb 19 and morning of Feb 20.  Confirmation samples were collected to document cleanup on Feb 20.  Lab results are pending.
03/07/2019,03/07/2019,HIGHPOINT OPERATING CORPORATION,401965119,OIL AND GAS LOCATION,40.902854,-104.355706,WELD,0,0,0,OTHER,Oil and Gas Production facility,0,0,A hole formed in fire tube resulting from what is believed to be corrosion resulting in produced water and crude oil spill in containment.
03/08/2019,03/08/2019,HIGHPOINT OPERATING CORPORATION,401965719,OIL AND GAS LOCATION,40.987208,-104.305147,WELD,0,0,0,OTHER,Oil and Gas Production facility,0,0,Water dump line from treater to storage tank spit resulting in produced water spill.
04/12/2019,04/11/2019,HIGHPOINT OPERATING CORPORATION,402006109,OIL AND GAS LOCATION,40.379692,-104.302314,WELD,0,0,0,OTHER,Oil and Gas production facility,0,0,Hole formed in separator fire tube resulting in a spill of produced water and crude oil.
04/25/2019,04/25/2019,HIGHPOINT OPERATING CORPORATION,402021685,WELL,40.339844,-104.449901,WELD,0,0,0,OTHER,,0,0,Piping at the back end of the well came loose during frac resulting in frac fluid spill.
05/03/2019,05/03/2019,HIGHPOINT OPERATING CORPORATION,402031556,OIL AND GAS LOCATION,40.91668,-104.444831,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"While rigging down water transfer equipment for frac.  Crew disconnect water line from the manifold to the HES blender.  Water was pumped into the remaining tanks that was connected to the manifold.  Valve wasn't shut at manifold that connected to the disconnected line, which resulted in water being pumped through manifold into open line, resulting in the produced water spill."
05/17/2019,05/17/2019,HIGHPOINT OPERATING CORPORATION,402048174,FLOWLINE,40.445989,-104.3171,WELD,0,0,0,OTHER,Oil and Gas Production facility,0,0,Historic spill discovered during routine maintenance.  Poly line connection on VRU dump line failed.   Resulting in approximately 14 bbls of condensate spilled.
06/03/2019,05/31/2019,HIGHPOINT OPERATING CORPORATION,402063021,OIL AND GAS LOCATION,40.916681,-104.444161,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Contract Company was blowing down line from blender to produced water tank during rig down operations.  Pipe cap at water transfer manifold came off resulting in a produced water spill.  Spill was in immediate area and remained on location.
06/04/2019,06/03/2019,HIGHPOINT OPERATING CORPORATION,402064529,OIL AND GAS LOCATION,40.916242,-104.454861,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Water transfers line failed at connection resulting in a produced water spill.  Cause of spill under investigation.
06/07/2019,06/02/2019,HIGHPOINT OPERATING CORPORATION,402067773,OIL AND GAS LOCATION,40.915495,-104.453386,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"Water transer line failed at connection, resulting in a produced water spill.  Cause of spill under investigation."
06/21/2019,06/20/2019,HIGHPOINT OPERATING CORPORATION,402083621,OIL AND GAS LOCATION,40.915495,-104.453386,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"Water transfer line failed at connection, resulting in a produced water spill.  Cause of spill is under investigation"
06/28/2019,06/27/2019,HIGHPOINT OPERATING CORPORATION,402091141,FLOWLINE,40.91641,-104.414429,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Underground produced water flowline developed a leak within the facility boundary but outside of secondary containment. Upon discovery transfer pumps where shut down. And vacuum trucks were used to recover fluid that ponded on the surface.  Flowline was then isolated and locked/tagged out. Cause of line rupture under investigation.
08/26/2019,08/26/2019,HIGHPOINT OPERATING CORPORATION,402156069,OIL AND GAS LOCATION,40.887372,-104.393268,WELD,1,1,0,OTHER,Oil and Gas Production & range land,0,0,"An upset condition overnight led to the production facility overpressurizing.  Crude oil and produced water was released from the PRV on the inlet separator, a PRV at the sales gas meter and out of the flare.  Prevailing high winds carried the liquid mist to the SE and SSE.  Mist impacted facility access road, WCR 124, and three separate parcels of open range land.  Cattle were in the area at the time but were not directly impacted by the release.  Upon discovery the facility was shut in and crews began cleanup of onsite impacts.  Cleanup operations of offsite impacts will be coordinated with landowners and Weld County.  Further information will be provided in a subsequent Form 27."
08/29/2019,08/29/2019,HIGHPOINT OPERATING CORPORATION,402161431,OIL AND GAS LOCATION,40.912481,-104.518122,WELD,0,0,0,OTHER,Oil and Gas Production facility,0,0,Water dump line from separator to storage tank formed a hole from what is believed to be corrosion resulted in produced water spill.
09/24/2019,09/24/2019,HIGHPOINT OPERATING CORPORATION,402187365,OIL AND GAS LOCATION,40.91566,-104.46358,WELD,0,1,0,OTHER,Oil and Gas Production Facility,0,0,"At approximately 10:30 AM a fuse in a power supply to a separator at the Critter Creek 17 SWSW production facility failed - cutting power to the electronic dump valves on the separators.  The dump valves failed closed, allowing oil and water to accumulate in the separator.  The separator is equipped with a high-level kill switch which should have actuated an isolation valve at the inlet to the separator.  The inlet isolation valve also lost power but it is equipped with a battery backup that should have allowed the valve to close upon power loss.  The isolation valve did not actuate as designed, resulting in oil and water to continue to accumulate in the separator to the point where a 250 psig pressure relief valve actuated, releasing a mist of oil to the atmosphere.  Winds were blowing a sustained 20 to 25 mph with gusts to 30+ out of the WNW at time of incident.  Mist was carried off location toward the ESE.  Upon discovery the facility was shut in and cleanup operations commenced."
09/30/2019,09/30/2019,HIGHPOINT OPERATING CORPORATION,402193579,FLOWLINE,40.916383,-104.445456,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Water dump line from separator to storage tank formed a hole from what is believed to be corrosion resulted in produced water spill.
11/26/2019,11/25/2019,HIGHPOINT OPERATING CORPORATION,402249013,OIL AND GAS LOCATION,40.493642,-104.309692,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"11/25/19 just after 12 pm we have an approximate 4 bbl spill on the Will 6-62-15 NEW location.  What was reported was as a pumper was tightening up a plug on the bottom of a vessel, the plug came loose.   Produced water and oil mix came out of the bottom of the vessel and spilled in an area of approximately 10’x20’."
11/26/2019,11/26/2019,HIGHPOINT OPERATING CORPORATION,402249166,FLOWLINE,40.9161,-104.4238,WELD,0,0,0,OTHER,Oil Gas Production Facility,0,0,Water dump line from separator to storage tank formed a hole from what is believed to be corrosion resulted in produced water spill.
11/29/2019,11/29/2019,HIGHPOINT OPERATING CORPORATION,402250666,WELL PAD,40.9144,-104.3775,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"Water hauling company failed to close load out line valve, resulting in a produced water spill in containment."
12/15/2019,12/15/2019,HIGHPOINT OPERATING CORPORATION,402263186,OIL AND GAS LOCATION,40.289364,-104.337683,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,A gasket failed on a heater treater causing a release of produced water and crude oil mixture.
12/30/2019,12/30/2019,HIGHPOINT OPERATING CORPORATION,402274123,OIL AND GAS LOCATION,40.931296,-104.279697,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Seperator over pressurized and PRV released causing a spill of crude oil and produced water.
01/15/2020,01/14/2020,HIGHPOINT OPERATING CORPORATION,402286238,WELL,40.34607,-104.224873,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Halliburton Energy Services' frac crew unintentionally released the WCU quick connect at the wellhead while line was pressurized.  60 bbls of frac fluid was released in the immediate area.
01/20/2020,01/18/2020,HIGHPOINT OPERATING CORPORATION,402289584,OIL AND GAS LOCATION,40.34544,-104.22486,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,Tank over flowed at frac site during equipment breakdown.  Contractor blew down line causing produced water spill.
02/06/2020,02/06/2020,HIGHPOINT OPERATING CORPORATION,402304918,OIL AND GAS LOCATION,40.373444,-104.476803,WELD,0,0,0,OTHER,Oil and gas production facility,0,0,"At approximately 4 AM on February 6, 2020 a braided hose on the discharge of a vapor recovery unit ruptured, releasing gas to the surrounding area.  The gas then ignited, point of ignition is unknown at this time.  Two HighPoint least operators were at a neighboring facility approximately a quarter mile away.  They immediately responded by calling 911 and shutting in the facility.  Platte Valley Fire responded and monitored the fire.  Only gas escaping from the ruptured line was involved, no liquids were released.  In coordination with HighPoint's production foreman, Platte Valley used water to extinguish the fire allowing HighPoint to further isolate the source of the gas. No foam was deployed on location.  Fire was extinguished and the site turned over to HighPoint by approximately 5 AM.  Cause of hose rupture is under investigation."
02/10/2020,02/04/2020,HIGHPOINT OPERATING CORPORATION,402307641,OIL AND GAS LOCATION,40.9164,-104.4162,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"At approximately 7:00 AM on February 10, 2020, a release of gas in a compressor building occurred from an unknown source.  The gas then ignited, the point of ignition is unknown at this time. Two HighPoint employees were at the facility performing work at the time of the incident. They immediately responded by calling 911 and shutting in the facility. Grover Fire and Briggsdale Fire responded and monitored the fire. Only gas escaping from the ruptured line was involved, no liquids were released. In coordination with HighPoint's production foreman, Grover and Briggsdale Fire used water to extinguish the fire allowing HighPoint to further isolate the source of the gas. The cause of line rupture is under investigation."
02/21/2020,02/21/2020,HIGHPOINT OPERATING CORPORATION,402319693,OIL AND GAS LOCATION,40.972283,-104.412764,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,"Well #222-3422 over pressurized due to frac, resulting in a release of approximately 20 bbls of Frac Water on location."
03/18/2020,03/17/2020,HIGHPOINT OPERATING CORPORATION,402346265,WELL,40.97207,-104.443509,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"While fracing the first stage of the well, the 4-1/2” casing leaked, causing the 9-5/8” casing to rupture.  The well was being hydraulically fractured with recycled produced water from nearby production facilities.  Approximately 280 bbls of the produced water being used as a frac fluid was released.  No injuries occurred, spill was limited to an area approximately 100'x30' and was cleaned up on 3/18/2020.  Confirmation sampling will be completed once hydraulic fracturing operations are completed on the pad."
04/02/2020,04/02/2020,HIGHPOINT OPERATING CORPORATION,402360277,OIL AND GAS LOCATION,40.382105,-104.259838,WELD,0,0,0,NON-CROP LAND,oil and gas production facillity,0,0,"GRADE 1 GAS LEAK  - At approximately 9:20 AM on April 2, 2020 a contract roustabout crew was working on location.  The crew had been asked to relocate a sight-glass on a high-pressure 2-phase separator.  A contract employee began the work before the separator was taken out of service and depressurized.  The sight-glass parted from the separator and gas was released at approximately 1,020 psig.  The released gas ignited.  911 was called by both the contract company and HighPoint employees who were in the area and responded within approximately 10 minutes. Fire department responded and after consultation with HighPoint employees they remained at the perimeter of the facility while the remainder of the gas bled down.  Once the separator was blown down the firefighters entered the facility, and using water extinguished the remaining fire and cooled equipment."
04/17/2020,04/17/2020,HIGHPOINT OPERATING CORPORATION,402374558,OFF-LOCATION FLOWLINE,40.387367,-104.319089,WELD,0,0,0,NON-CROP LAND,"open range, pipeline ROW",0,0,"Approximately 10 AM on April 17, 2020 a leak was visually observed on an off-location flowline flowing between a wellpad and a central production facility.  The leak occured where a flowline from a well pad tied into a header flowing to the battery.  Upon discovery all the wells flowing into the line were shut in and HPOC employees responded with HPOCs spill trailer.  Socks and other materials were used to limit migration of the oil to the immediate area of the release until a vaccuum truck could respond.  Emergency utility locates were called in and excavation of the line, repair of the line and removal of impacted soils is pending utility clearance and the availability of equipment and crews."
04/20/2020,04/20/2020,HIGHPOINT OPERATING CORPORATION,402375604,OIL AND GAS LOCATION,40.974829,-104.338031,WELD,0,0,0,NON-CROP LAND,Oil and gas production facility,0,0,"Approximately 10 AM on April 20, 2020 a lease operator noticed a leaking aboveground water dump line between a 3-phase separator and the produced water tanks.  Upon discovery the separator was shut in and cleanup operations began.  A vacuum truck removed free liquids from the surface and impacted soils will be excavated and taken off-site for disposal.  Review of SCADA records indicate that the leak began at approximately 2:45 AM on the morning of the 20th.  It is estimated that 21 bbls were released based on SCADA records and normal water production from that particular separator.  Confirmation samples will be collected after the removal of the impacted soils."
05/05/2020,05/05/2020,HIGHPOINT OPERATING CORPORATION,402390044,TANK BATTERY,40.496606,-104.234466,WELD,0,0,0,OTHER,Oil and Gas production facility,0,0,A produced water spill into lined containment from leak in prodcued water tank.  Leak caused by internal corrosion in tank.  Leak resulted in approximately 15 bbls spilled.
05/25/2020,05/25/2020,HIGHPOINT OPERATING CORPORATION,402405250,OIL AND GAS LOCATION,40.9162,-104.4239,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,A gasket failed on a separator causing a release crude oil.
05/30/2020,05/30/2020,HIGHPOINT OPERATING CORPORATION,402409429,WELL PAD,40.352546,-104.468579,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,Pin hole formed in kimray resulting in a gas release.
07/14/2020,07/14/2020,HIGHPOINT OPERATING CORPORATION,402443534,OIL AND GAS LOCATION,40.5044,-104.3174,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,Air eliminator on Lact Unit plugged with paraffin and caused skid and sump to overflow with crude oil
07/25/2020,07/25/2020,HIGHPOINT OPERATING CORPORATION,402452577,OIL AND GAS LOCATION,40.289,-104.3377,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,"Lease operator was draining suction scrubbers when the treater gasket failed, resulting in 4 bbl crude oil spill."
09/25/2020,09/25/2020,HIGHPOINT OPERATING CORPORATION,402498099,OTHER,40.344861,-104.300947,WELD,0,0,0,OTHER,OIL AND GAS PRODUCTION,0,0,"At approximately 15:26 hrs., the valve on Lact Unit was left open causing the unit to overflow with crude oil.  1 bbl of crude oil spilled."
09/26/2020,09/26/2020,HIGHPOINT OPERATING CORPORATION,402498105,OTHER,40.361844,-104.298896,WELD,0,0,0,OTHER,Oil and Gas Production,0,0,"on 9/26/20 at approximately 01:43 hrs., a drain valve wasn't closed, resulting in a crude oil spill of 4 bbls."
10/27/2020,10/27/2020,HIGHPOINT OPERATING CORPORATION,402519736,OTHER,40.914,-104.3759,WELD,0,0,0,OTHER,Oil and Gas Production Facility,0,0,At 12:30 pm at the CC 24 production facility pad.  A common water line formed leak from what is to be believed from corrosion casued a spill of approximatley 5bbls.  Spill was outside of secondary containment but remained on pad.
01/09/2021,01/09/2021,HIGHPOINT OPERATING CORPORATION,402570701,WELL,40.47961,-104.2919,WELD,0,0,0,NON-CROP LAND,oil production facility,0,0,"Gauge malfunctioned on a wellhead, resulting in the release of approximately 3 bbls of oil and 2 bbls of produced water discovered by HighPoint lease operator at approximately 12:45 PM. Spill was contained on location, primarily in the well cellar. Crews were mobilized immediately upon discovery to vacuum up recoverable fluids and soils will be excavated and taken to Waste Management's disposal facility in Ault, CO.  Well was worked over two days prior, this will be investigated to determine if spill resulted from any of these activities."
01/18/2021,01/17/2021,HIGHPOINT OPERATING CORPORATION,402577704,WELL PAD,40.915635,-104.463334,WELD,0,0,0,NON-CROP LAND,oil and gas production facility,0,0,"Produced water dump valve on a 3-phase separator washed out, releasing approximately 2 bbls of produced water to the ground surface.  Spill was contained entirely on location."
01/18/2021,01/17/2021,HIGHPOINT OPERATING CORPORATION,402577722,OIL AND GAS LOCATION,40.916158,-104.431193,WELD,0,0,0,NON-CROP LAND,oil and gas production facility,0,0,"Heater treater overpressurized, releasing approximately 2 bbls of crude oil out of a pressure relief valve."
02/20/2021,02/20/2021,HIGHPOINT OPERATING CORPORATION,402605293,TANK BATTERY,40.362375,-104.184203,WELD,0,0,0,OTHER,Production Facility,0,0,Pipe nipple broke on recycle pump discharge releasing an estimated 10 bbls of oil both inside and out of containment.
02/22/2021,02/21/2021,HIGHPOINT OPERATING CORPORATION,402606465,TANK BATTERY,40.379335,-104.302392,WELD,0,0,0,OTHER,Oil Production Facility,0,0,"On February 20th, oil production was switched from one tank to another.  Unknown to HPR lease operators at the time, the oil dump line to the new second tank was frozen and plugged.  Oil backed up into the separator and eventually was drained out of the separator via the water dump line.  The water dump line leaked oil and water from a crack in the aboveground piping.  It is believed that the water line also froze and cracked.  The crack was beneath insulation and was not visible to HPR lease operators.  All liquid released from the cracked piping was contained within the lined containment structure."
02/23/2021,02/22/2021,HIGHPOINT OPERATING CORPORATION,402607714,TANK BATTERY,40.989167,-104.354351,WELD,0,0,0,OTHER,Oil Production Facility,0,0,"HighPoint contacted a trucking company to make an inter-lease transfer between two production facilities to create a full load at the Randall Creek 6-19H. Trucking company mistakenly dispatched 2 trucks. The second driver did not gauge the tank prior to beginning offloading operations. This resulted in the tank overflowing and spilling 5 bbls of crude oil. Due to the wind, the oil sprayed off the top of the tank to land outside of containment."
05/02/2018,03/20/2018,HILCORP ENERGY COMPANY,401627579,WELL,37.1596,-107.86983,LA PLATA,0,0,0,NON-CROP LAND,,0,0,"On March 20, 2018 COGCC SW EPS Jim Hughes conducted an environmental field inspection of the Hilcorp Dowler #1A. For the most recent field inspection report of this facility, please refer to document #685302560. The purpose of this site visit was to determine the status of Pit Facility ID #115500. During this inspection a release was occurring at the Dowler #1B well head. The emergency contact number was used to leave a message reporting the release. A Hilcorp representative arrived on location and replaced the rubber packing on the tubing stuffing box and stopped the release.  Spill was cleaned up.  Also replaced lubricator wicks and filled lubricator with oil to prevent future wear on the new packing."
04/08/2019,04/03/2019,HILCORP ENERGY COMPANY,402000316,WELL PAD,37.15853,-107.86503,LA PLATA,0,0,0,OTHER,Oil and Gas,0,0,Received an INC (688800491-MW) from Jim Hughes that wellhead is wet and stained and surrounding gravel is stained and that the surround area of the well head is discolored and standing water is present.  Operator shut down pumping unit and replaced stuffing box packing.  Hydro-vac crew cleaned up standing water.
04/17/2019,03/25/2019,HILCORP ENERGY COMPANY,402012610,WELL PAD,37.021207,-107.527351,LA PLATA,0,0,0,NON-CROP LAND,,0,0,"On February 18, 2019, Chathrine Roy performed an Interim reclamation and stormwater inspection.  She found that aerial imagery indicates a potential historic release within the southwestern project area, downslope from where the pit was located.  Area is devoid of vegetation.  Hilcorp completed sampling in this area on March 26th.  Hilcorp will provide a supplement report with aerial photo and lab results."
08/13/2019,08/01/2019,HILCORP ENERGY COMPANY,402142301,PRODUCED WATER TRANSFER SYSTEM,37.129202,-107.935662,LA PLATA,0,0,0,NON-CROP LAND,,0,0,Occured at the Argenta Water Transfer Station near the Bondad 33-10 100.  Operator found that the seal on the transfer pump was bad and leaked ~6bbls of produced water onto the ground.  Operator shut in the well and replaced failed hydrocell pump with a rebuilt hydrocell pump.  3 bbls was recovered by hydrovac truck.
10/24/2019,10/22/2019,HILCORP ENERGY COMPANY,402220002,FLOWLINE,37.014053,-107.529718,LA PLATA,0,0,0,NON-CROP LAND,,0,0,This location is located on private land within the Southern Ute Indian Tribe boundary.  The purge valve on the flowline on the water gathering failed and allowed ~4bbls or produced water to back flow onto location.  The release remained on location but soaked into the ground preventing any water to be recovered.
11/21/2014,11/17/2014,HRM RESOURCES II LLC,400738552,FLOWLINE,39.84888,-104.36948,ADAMS,0,0,0,NON-CROP LAND,,0,0,"A flowline leak was discovered at the separator during a flowline test. Soil came up black, but turned gray when it was exposed to air. The riser from the pipeline that was causing the leak was repaired and we are scheduling remediation and sampling as soon as possible."
06/11/2015,06/09/2015,HRM RESOURCES II LLC,400852418,TANK BATTERY,39.752819,-103.140031,WASHINGTON,0,0,0,CROP LAND,,0,0,"Pumper found tank #9736 in the Lippleman central battery had been shot by vandals late in the afternoon of Tuesday, June 9th.  Approx 11 BO were lost to the ground inside the battery berms.  Tank #9736 had already been called in to disptach for sale and the pumper redirected the truck from another lease to pull this tank.  Vac truck was called out to vac up oil from the ground.  All the spilled oil has been recovered.  There is minimal ground staining which will be dug up and hauled out.  Police were called and a report has been filed."
07/02/2015,07/02/2015,HRM RESOURCES II LLC,400863140,TANK BATTERY,39.053809,-103.091668,KIT CARSON,0,0,0,NON-CROP LAND,,0,0,"Bledsoe 1-34X, API# 05-063-06228 tank battery.  The nipple on the back of the water tank connecting the water line from the gunbarrel failed causing an estimated 70 bbl of produced water to spill into the tank battery.  The gunbarrell was installed approx 5 years ago and the recent rainy weather may have caused the gunbarrell to settle enough to cause the nipple at the water tank to fail.  All water was contained within the tank battery berms and there was no oil spilled.  Spilled water within the berm will be vac'd up and the water tank emptied in order to replace the nipple.  The water tank had 84 bbls at the morning gauge."
07/06/2015,07/04/2015,HRM RESOURCES II LLC,400863770,FLOWLINE,39.918735,-104.583196,ADAMS,0,0,0,CROP LAND,,0,0,"Flowline shut-in at production unit prior to the oil stock tank being hot oiled for sale.  Flowline failed due to pressure exceeding working pressure of poly line.  Well was shut-in at the wellhead until flowline repairs could be completed.  Spilled fluids were outside of tank battery berms but contained on well pad location.  Volume of spill too small to recover by truck, area to be excaveted and contaminated soil hauled to approved disposal.  Flowline within the tank battery pad of the Vetter 12-32 well."
02/10/2017,02/10/2017,HRM RESOURCES II LLC,401208044,TANK BATTERY,40.080409,-104.402686,WELD,0,0,0,CROP LAND,,0,0,"Oil stock tank developed a hole, approx 80 bbls oil lost.  Horizontal surface spill area is contained within the tank berm, vertical depth and horizontal migration underground to be determined.  Oil sheen all the remains on the surface.   Excavation of spill area begun 2/10/2017."
03/01/2017,03/01/2017,HRM RESOURCES II LLC,401223167,TANK BATTERY,39.899738,-104.740916,ADAMS,0,0,0,CROP LAND,,0,0,"Thermostat stuck open and melted causing a vic fitting on the production unit to fail.  A mist of wind driven oil sprayed west to east across the lease road into the neighboring field from the failed fitting.  Approx 10 gal of oil pooled on the access road and into the field.  Event was called into HRM's emergency number at approx 8:00am, equip was mobilized to clean up the affected area.  The affected soils was scraped up and hauled to an approved disposal facility, clean up operations were completed by mid-day."
03/15/2017,03/15/2017,HRM RESOURCES II LLC,401234377,FLOWLINE,39.895435,-104.57141,ADAMS,0,0,0,CROP LAND,,0,1,"There was a flowline leak within the Kelton flowline system.  Approximately 3-5 bbls of fluid were spilled into the ephermal creek known as Horse Creek.  The creek is currenly mostly dry with intermittent ponds.  Fluids traveled approx 630' down the creekbed and was 12-18"" wide.  The Kelton B 21-8 (05-001-09162) was the only well producing and was immediatly shut-in.  Free oil was vacuumed from the water and impacted soils will be removed by machine and by hand.  Fluids will be mixed with the contaminated soil and hauled to an approved disposal.  Lat/long is an approximate location, location is between the Kelton A 31-8 and Kelton 32-8.  See comment section for further well information."
08/16/2017,08/15/2017,HRM RESOURCES II LLC,401377776,WELL,39.830453,-104.487128,ADAMS,0,0,0,NON-CROP LAND,,0,0,Leak in bypass line during swabbing project.
